no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,dbscan_cluster,dbscan_outlier,gmm_prob_0,gmm_prob_1,gmm_prob_2
1,0,0,2,0,0,0,0,2017,10,15,3,0,0,0,100.0,0,1,149,0,4.006165613222734e-13,0.9999999999995985,0.0
2,0,1,1,0,0,3,35,2018,3,5,4,0,0,0,95.4,0,0,-1,1,1.0,0.0,0.0
2,0,0,1,3,0,0,34,2018,9,2,4,0,0,0,99.0,1,0,-1,1,4.757531762316063e-16,1.0,0.0
1,0,2,1,1,0,0,124,2017,8,8,3,0,0,0,72.5,0,1,-1,1,1.5288878204518428e-13,0.9999999999998472,0.0
2,0,1,3,0,0,0,53,2018,11,14,3,0,0,0,68.0,0,1,-1,1,1.827369061081978e-11,0.9999999999817248,0.0
1,0,0,2,0,0,0,191,2018,10,20,4,0,0,0,90.9,0,0,-1,1,2.4300476027920114e-11,0.9999999999756994,0.0
1,0,1,2,0,0,0,219,2017,9,4,3,0,0,0,76.67,0,1,174,0,5.736347704798021e-15,0.9999999999999929,0.0
2,0,1,2,0,0,0,124,2018,5,13,4,0,0,0,117.1,1,1,-1,1,3.560992386706852e-11,0.9999999999643912,0.0
2,0,0,1,0,0,0,105,2018,4,6,3,0,0,0,75.0,0,0,403,0,8.73638879801352e-12,0.9999999999912639,0.0
2,0,0,1,3,0,0,2,2017,11,4,4,0,0,0,95.0,1,1,-1,1,3.333758253969256e-16,1.0,0.0
1,0,0,1,0,0,0,2,2018,10,19,2,1,0,2,89.0,1,1,-1,1,0.0,0.0,1.0
1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1,68,0,3.926249994706257e-12,0.9999999999960743,0.0
2,0,0,4,3,0,0,37,2018,3,1,4,0,0,0,73.1,2,1,-1,1,3.460313894691399e-15,0.9999999999999964,0.0
2,0,2,1,0,0,0,99,2018,12,31,3,0,0,0,150.67,1,1,-1,1,3.7420815800902975e-11,0.9999999999625793,0.0
2,0,1,3,0,0,0,100,2017,10,15,4,0,0,0,89.25,1,1,-1,1,2.084114940308853e-12,0.9999999999979146,0.0
2,2,0,4,0,0,5,25,2017,10,6,4,0,0,0,162.25,1,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,12,2018,5,7,4,0,0,0,135.0,0,0,-1,1,2.0466659801658192e-11,0.9999999999795328,0.0
1,0,2,1,0,0,0,30,2017,9,6,2,0,0,0,65.0,0,1,-1,1,2.897572075241294e-13,0.9999999999997087,0.0
2,0,0,3,0,0,0,71,2018,9,6,4,0,0,0,135.9,0,0,-1,1,7.364412589494388e-11,0.9999999999263558,0.0
2,0,0,2,3,0,0,129,2018,5,12,4,0,0,0,94.5,1,1,-1,1,6.139905764642657e-16,1.0,0.0
2,0,1,0,3,0,0,45,2018,9,18,4,0,0,0,125.1,3,1,-1,1,9.121278963111009e-15,0.9999999999999893,0.0
2,0,1,0,0,0,0,71,2018,10,30,4,0,0,0,75.54,0,0,-1,1,7.048186778469187e-11,0.9999999999295177,0.0
3,0,0,4,0,0,3,134,2018,8,23,4,0,0,0,133.2,0,0,81,0,1.0,0.0,0.0
2,0,1,2,0,0,0,91,2018,9,30,3,0,0,0,80.0,0,1,212,0,1.8916770559930445e-11,0.9999999999810818,0.0
2,0,0,4,0,0,3,35,2018,10,12,4,0,0,0,170.0,2,1,-1,1,1.0,0.0,0.0
2,0,2,0,0,0,0,2,2018,4,17,4,0,0,0,101.0,1,1,-1,1,4.5769759626923415e-11,0.9999999999542304,0.0
3,0,2,5,0,0,3,187,2018,7,11,4,0,0,0,134.45,2,0,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,0,250,2018,9,26,3,0,0,0,95.0,0,0,515,0,1.4049207277702467e-12,0.9999999999985967,0.0
2,0,2,3,0,0,0,157,2018,8,21,4,0,0,0,75.27,0,0,-1,1,5.271117081674273e-11,0.9999999999472884,0.0
2,0,0,2,0,0,0,59,2018,12,23,4,0,0,0,93.6,0,0,-1,1,6.309405287409568e-11,0.9999999999369074,0.0
2,0,2,3,0,0,0,137,2018,6,26,3,0,0,0,112.0,0,1,-1,1,8.03005803515831e-12,0.9999999999919709,0.0
2,0,1,2,0,0,0,87,2017,9,18,4,0,0,0,89.25,1,1,-1,1,2.160992135973559e-12,0.99999999999784,0.0
2,0,0,4,0,0,0,110,2017,12,9,3,0,0,0,70.0,0,1,176,0,1.0281958704974542e-12,0.9999999999989733,0.0
2,0,2,3,0,0,0,118,2018,4,10,4,0,0,0,90.95,1,1,-1,1,4.731743178199295e-11,0.9999999999526814,0.0
2,0,0,3,0,0,0,105,2018,10,12,3,0,0,0,75.0,0,1,91,0,1.7706138133560064e-11,0.9999999999822933,0.0
2,0,1,3,0,0,3,89,2018,5,16,4,0,0,0,132.6,1,1,-1,1,1.0,0.0,0.0
2,0,1,1,0,0,0,33,2018,3,5,4,0,0,0,83.9,0,1,-1,1,5.358699072030437e-11,0.9999999999464144,0.0
2,1,2,2,0,0,3,21,2018,11,11,4,0,0,0,121.2,2,1,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,55,2018,11,24,4,0,0,0,93.6,3,1,-1,1,3.7013162597020375e-10,0.9999999996298676,0.0
2,0,0,3,0,0,3,38,2018,9,7,4,0,0,0,136.8,1,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,1,2017,11,14,2,0,0,0,79.0,0,1,-1,1,1.4265365982891172e-13,0.9999999999998579,0.0
1,0,0,3,0,0,0,113,2018,5,31,2,0,0,0,100.0,0,0,220,0,2.1944776226871228e-13,0.9999999999997797,0.0
2,0,2,3,0,0,3,94,2017,12,24,3,0,0,0,60.0,0,1,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,0,287,2018,9,29,4,0,0,0,100.3,0,0,486,0,6.5039554091151594e-12,0.999999999993495,0.0
1,0,2,1,0,0,0,116,2018,2,28,3,0,0,0,61.0,0,0,411,0,9.39702592966902e-12,0.9999999999906031,0.0
2,0,0,2,0,0,0,12,2018,1,19,3,0,0,0,80.0,0,1,-1,1,1.1824860731745559e-11,0.9999999999881766,0.0
1,0,2,1,0,0,0,1,2018,2,28,3,0,0,0,60.0,0,0,376,0,1.8044150598366943e-11,0.9999999999819558,0.0
2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0,463,0,2.9087704842940917e-13,0.9999999999997087,0.0
2,0,1,2,3,0,0,109,2018,8,12,4,0,0,0,107.1,1,1,-1,1,6.732472206425052e-16,1.0,0.0
2,0,1,1,0,0,0,60,2017,9,21,3,0,0,0,48.0,0,0,-1,1,3.5828842148964066e-12,0.9999999999964189,0.0
3,0,2,2,0,0,3,147,2018,7,3,4,0,0,0,127.93,1,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,57,2018,6,10,3,0,0,0,90.67,1,1,349,0,2.4750204981517884e-11,0.9999999999752482,0.0
2,0,0,1,0,0,0,151,2018,7,15,4,0,0,0,105.3,1,0,-1,1,3.882639416466561e-11,0.9999999999611724,0.0
3,0,0,3,0,0,3,2,2018,4,6,4,0,0,0,150.33,0,1,-1,1,1.0,0.0,0.0
2,0,2,2,3,0,0,91,2018,7,3,4,0,0,0,103.5,0,1,-1,1,6.619842113804174e-16,1.0,0.0
2,0,0,4,0,0,0,253,2018,5,4,3,0,0,0,90.0,0,0,434,0,2.351883968454423e-13,0.9999999999997655,0.0
3,0,2,2,0,0,3,45,2018,7,9,4,0,0,0,145.35,2,1,-1,1,1.0,0.0,0.0
2,1,0,1,0,0,0,16,2018,3,19,4,0,0,0,127.0,1,1,-1,1,1.0,0.0,0.0
3,0,0,2,0,0,3,87,2018,7,5,4,0,0,0,166.85,1,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,0,2018,11,29,2,0,0,0,79.0,0,1,-1,1,2.2394716213900453e-12,0.9999999999977618,0.0
1,0,0,2,1,0,0,273,2017,7,17,3,0,0,0,87.0,0,1,143,0,6.971804033299234e-17,1.0,0.0
1,0,0,1,0,0,0,0,2017,10,20,3,0,0,0,123.0,0,1,-1,1,1.2498008153190863e-13,0.9999999999998757,0.0
2,0,0,2,3,0,0,45,2018,8,30,4,0,0,0,99.0,0,0,-1,1,6.600214899178714e-16,1.0,0.0
1,0,0,1,0,0,0,99,2018,2,19,2,0,0,0,81.0,0,1,169,0,1.8053147402928826e-13,0.9999999999998188,0.0
2,0,0,1,3,0,0,1,2018,7,21,4,0,0,0,139.0,1,1,-1,1,1.0930683211201856e-15,1.0,0.0
3,0,1,2,0,0,3,220,2018,9,16,3,0,0,0,115.6,1,0,-1,1,1.0,0.0,0.0
2,0,0,2,3,0,0,24,2018,8,4,4,0,0,0,148.0,2,1,-1,1,3.0907000720309053e-15,0.9999999999999964,0.0
1,0,0,1,0,0,0,11,2017,9,11,4,0,0,0,95.0,2,1,-1,1,3.932991478248429e-12,0.9999999999960671,0.0
2,0,0,1,0,0,0,39,2018,12,27,3,0,0,0,65.0,1,1,207,0,2.832353405333891e-11,0.9999999999716778,0.0
2,0,2,2,0,0,0,53,2018,11,11,3,0,0,0,75.0,0,1,-1,1,1.759466158935142e-11,0.999999999982407,0.0
1,0,0,1,0,1,0,7,2018,11,16,2,1,0,8,79.0,1,1,-1,1,0.0,0.0,1.0
3,0,0,4,0,1,3,14,2018,2,17,4,0,0,0,138.25,1,1,-1,1,1.0,0.0,0.0
2,0,1,3,1,0,0,210,2017,10,8,3,0,0,0,86.0,0,0,510,0,1.2155024130569843e-14,0.9999999999999893,0.0
2,0,1,2,3,0,0,47,2018,3,11,4,0,0,0,71.1,1,1,-1,1,7.285205650695979e-16,1.0,0.0
1,0,1,0,0,0,0,12,2017,10,4,3,0,0,0,72.0,0,1,-1,1,1.5694190833181372e-12,0.9999999999984297,0.0
2,0,2,4,0,0,0,105,2018,8,26,3,0,0,0,72.25,0,0,-1,1,2.4262367716623615e-11,0.9999999999757385,0.0
2,0,1,2,0,0,0,193,2018,6,20,3,0,0,0,120.0,0,0,390,0,1.0847609974797833e-12,0.9999999999989164,0.0
2,1,1,3,0,0,0,3,2018,3,21,4,0,0,0,129.0,2,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,3,189,2018,10,28,4,0,0,0,109.8,0,0,43,0,1.0,0.0,0.0
1,0,0,1,3,0,0,0,2018,12,22,4,1,0,4,56.0,0,1,-1,1,0.0,0.0,1.0
1,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,87.0,0,1,291,0,1.298126269623479e-13,0.9999999999998685,0.0
2,0,0,3,0,0,0,16,2018,12,8,2,0,0,0,75.0,0,1,-1,1,3.0561287891809364e-12,0.9999999999969447,0.0
2,0,0,1,1,0,0,100,2017,10,16,3,0,0,0,108.0,0,0,401,0,8.657411218752571e-14,0.9999999999999147,0.0
2,0,2,3,0,0,3,29,2018,3,5,4,0,0,0,101.52,2,1,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,172,2018,8,23,4,0,0,0,102.3,0,0,-1,1,4.04226232405683e-11,0.9999999999595772,0.0
2,0,1,3,0,0,0,8,2018,6,20,4,0,0,0,128.5,2,1,-1,1,1.3954102273023329e-10,0.9999999998604601,0.0
1,0,2,2,0,0,0,111,2018,6,17,4,0,0,0,109.65,1,1,-1,1,2.6909154822521586e-11,0.9999999999730917,0.0
1,0,0,1,0,0,0,6,2017,12,16,4,0,0,0,81.0,1,1,-1,1,4.807041804747694e-12,0.9999999999951932,0.0
2,0,2,3,0,0,0,107,2018,4,30,4,0,0,0,99.45,2,1,-1,1,1.3798330430394606e-10,0.9999999998620162,0.0
2,0,2,7,0,0,0,190,2018,9,30,4,0,0,0,110.9,0,0,-1,1,1.401653589198605e-10,0.9999999998598348,0.0
2,0,0,3,0,0,0,147,2018,6,2,3,0,0,0,95.0,0,0,-1,1,4.048029754148799e-12,0.9999999999959535,0.0
2,0,0,3,3,0,0,19,2018,2,25,4,0,0,0,79.0,1,0,-1,1,8.074770449427969e-16,1.0,0.0
3,0,2,1,1,0,0,117,2017,8,1,3,0,0,0,138.5,0,1,-1,1,1.4558992103437318e-13,0.9999999999998543,0.0
1,0,0,1,0,0,0,0,2018,10,28,3,0,0,0,45.0,1,1,-1,1,3.936026444495909e-11,0.9999999999606395,0.0
2,0,0,3,0,0,0,279,2018,10,12,3,0,0,0,110.0,0,0,477,0,2.4345570271566974e-13,0.9999999999997549,0.0
1,0,0,2,0,0,0,12,2018,6,8,3,0,0,0,90.0,1,1,-1,1,1.9281338818509544e-11,0.9999999999807194,0.0
2,0,0,2,0,0,3,32,2018,3,25,4,0,0,0,149.4,0,0,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,3,12,2018,2,27,4,0,0,0,108.0,1,1,-1,1,1.0,0.0,0.0
2,0,1,0,0,0,0,20,2018,8,29,3,0,0,0,85.0,1,1,-1,1,2.5275954179237682e-11,0.9999999999747224,0.0
1,0,1,0,0,0,0,5,2017,9,21,4,0,0,0,145.0,0,1,-1,1,3.1062692884904896e-13,0.9999999999996909,0.0
3,0,2,1,0,0,3,130,2018,11,12,4,0,0,0,122.4,3,1,-1,1,1.0,0.0,0.0
1,0,0,2,1,0,0,273,2017,7,17,3,0,0,0,87.0,0,1,143,0,6.971804033299234e-17,1.0,0.0
1,0,1,1,0,0,0,32,2017,10,24,4,0,0,0,120.0,1,1,362,0,6.950035054950431e-13,0.9999999999993037,0.0
2,0,0,1,3,0,0,95,2018,4,14,4,0,0,0,65.83,1,1,-1,1,7.935059215028021e-16,1.0,0.0
3,0,0,2,0,0,0,22,2018,10,5,3,0,0,0,115.0,0,1,-1,1,1.0911317968931755e-10,0.9999999998908855,0.0
2,0,1,2,1,0,0,107,2018,11,4,4,0,0,0,124.2,1,0,-1,1,1.3018588101114807e-11,0.9999999999869829,0.0
2,1,0,3,0,0,0,151,2018,12,29,4,0,0,0,143.28,1,0,-1,1,1.0,0.0,0.0
2,0,2,2,0,0,3,38,2017,10,30,3,0,0,0,67.5,0,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,3,14,2017,10,5,4,0,0,0,136.0,1,1,-1,1,1.0,0.0,0.0
1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0,387,0,2.0124435680104493e-12,0.9999999999979892,0.0
2,0,1,3,0,0,0,219,2018,10,3,4,0,0,0,102.85,0,0,-1,1,1.4959466561888395e-11,0.9999999999850395,0.0
0,2,1,4,0,0,1,32,2018,9,12,4,0,0,0,124.25,0,0,-1,1,1.0,0.0,0.0
2,0,2,0,0,0,0,42,2018,1,17,4,0,0,0,75.95,1,1,-1,1,5.004454302397571e-11,0.9999999999499565,0.0
2,0,2,5,0,0,3,180,2018,8,3,4,0,0,0,112.2,0,0,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,0,258,2018,10,29,4,0,0,0,96.3,0,0,-1,1,1.5642213290113817e-11,0.9999999999843574,0.0
2,2,0,3,0,1,5,7,2017,8,18,4,0,0,0,162.0,0,1,-1,1,1.0,0.0,0.0
1,0,0,4,0,0,0,215,2018,5,4,4,0,0,0,100.8,2,0,-1,1,1.4920909160510614e-11,0.9999999999850786,0.0
2,0,0,3,0,0,0,77,2018,12,8,3,0,0,0,75.0,0,1,-1,1,1.9507907642953095e-11,0.999999999980492,0.0
2,0,1,3,0,0,3,40,2017,11,2,3,0,0,0,60.0,0,1,-1,1,1.0,0.0,0.0
2,0,1,0,3,0,0,33,2018,9,25,4,0,0,0,99.0,2,1,-1,1,9.153351678049226e-16,1.0,0.0
1,0,0,1,0,0,0,8,2018,3,2,4,0,0,0,86.0,0,1,412,0,4.098274823832584e-11,0.9999999999590159,0.0
2,0,2,0,1,0,0,12,2017,10,4,3,0,0,0,107.0,0,1,-1,1,5.555886313417949e-13,0.9999999999994458,0.0
1,0,0,2,0,0,0,28,2018,5,19,2,0,0,0,95.0,0,0,152,0,7.662101795605071e-13,0.9999999999992326,0.0
2,0,0,3,3,0,0,217,2018,8,17,4,0,0,0,88.5,0,0,-1,1,2.484758965577591e-16,1.0,0.0
2,0,1,0,3,0,0,2,2018,5,9,4,0,0,0,89.0,2,1,-1,1,1.2681866829125833e-15,1.0,0.0
2,0,2,2,0,0,3,133,2018,5,14,4,0,0,0,113.05,0,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,0,8,2018,11,5,3,0,0,0,130.0,0,1,282,0,1.7637553877811368e-11,0.9999999999823608,0.0
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,101.5,0,0,56,0,1.1234164336988754e-13,0.9999999999998863,0.0
1,0,1,0,0,0,0,0,2018,6,27,3,0,0,0,106.4,0,1,-1,1,7.38212562972359e-12,0.9999999999926175,0.0
1,0,0,1,0,0,0,14,2018,11,29,2,0,0,0,79.0,0,1,-1,1,2.345436952810127e-12,0.9999999999976552,0.0
2,1,2,1,0,0,0,77,2018,12,3,4,0,0,0,109.8,0,0,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,0,3,2017,9,10,4,0,0,0,126.25,2,1,-1,1,3.39621625807717e-12,0.9999999999966036,0.0
1,0,0,2,0,0,0,39,2018,3,4,4,0,0,0,77.5,1,1,-1,1,6.240279301438377e-11,0.9999999999375966,0.0
1,0,1,2,0,0,0,279,2018,10,10,3,0,0,0,76.5,1,1,-1,1,1.4683546747910468e-12,0.9999999999985327,0.0
2,0,0,2,0,0,0,1,2018,2,26,2,0,0,0,31.0,1,1,-1,1,9.443315042603552e-12,0.9999999999905569,0.0
1,0,0,1,0,0,0,0,2017,11,5,2,0,0,0,89.0,0,1,-1,1,7.320032747656564e-14,0.9999999999999254,0.0
2,0,2,1,0,0,0,76,2018,4,2,4,0,0,0,87.3,1,1,-1,1,5.3675770105131105e-11,0.9999999999463256,0.0
1,0,0,3,0,0,0,163,2018,10,5,3,0,0,0,100.8,0,0,-1,1,2.7643739640311902e-12,0.999999999997236,0.0
3,0,2,2,0,0,3,61,2018,6,18,4,0,0,0,134.53,0,0,-1,1,1.0,0.0,0.0
1,1,2,1,3,0,0,67,2018,2,13,4,0,0,0,51.97,0,1,-1,1,1.0,0.0,0.0
2,0,2,3,0,0,0,102,2018,11,17,4,0,0,0,85.0,2,0,-1,1,9.426730484102654e-11,0.9999999999057323,0.0
2,0,1,1,0,0,3,267,2018,10,1,4,0,0,0,115.2,0,0,312,0,1.0,0.0,0.0
2,0,2,4,0,0,0,272,2018,10,15,4,0,0,0,94.35,1,0,-1,1,1.1651054361372938e-11,0.9999999999883507,0.0
3,0,2,1,0,0,0,150,2018,7,31,4,0,0,0,140.7,1,1,-1,1,5.16303515507919e-10,0.9999999994836948,0.0
2,0,1,4,1,0,0,197,2018,12,21,3,0,0,0,113.4,0,1,-1,1,2.5181974861100414e-12,0.9999999999974811,0.0
2,0,1,0,0,0,0,13,2018,3,20,3,0,0,0,85.0,1,1,283,0,2.387996999377542e-11,0.9999999999761187,0.0
1,0,1,0,0,0,0,111,2018,10,10,3,0,0,0,120.0,0,0,426,0,2.8688296285768717e-12,0.9999999999971294,0.0
2,0,0,2,0,0,0,160,2018,5,27,4,0,0,0,119.85,0,0,-1,1,2.6450966478371423e-11,0.99999999997355,0.0
2,0,1,1,0,0,0,35,2017,10,26,3,0,0,0,76.5,1,1,373,0,2.6574884275000707e-12,0.9999999999973426,0.0
1,0,1,0,0,0,0,0,2018,2,14,4,0,0,0,95.0,0,1,-1,1,2.8420720726284236e-11,0.9999999999715783,0.0
1,0,0,1,0,1,0,1,2018,3,29,2,1,0,1,65.0,0,1,-1,1,0.0,0.0,1.0
2,0,1,3,3,0,0,99,2018,7,25,4,0,0,0,94.5,0,0,-1,1,7.669572489634247e-16,1.0,0.0
2,0,1,3,0,0,3,22,2018,11,17,4,0,0,0,96.9,2,1,-1,1,1.0,0.0,0.0
2,1,0,2,0,0,0,175,2018,8,10,4,0,0,0,121.5,1,0,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,7,2018,8,9,2,0,0,0,65.0,0,1,-1,1,3.2200346755015694e-12,0.9999999999967812,0.0
2,0,1,1,0,0,0,93,2018,6,20,4,0,0,0,126.9,1,1,496,0,5.5976167682083815e-11,0.9999999999440234,0.0
2,0,1,2,0,0,0,193,2018,6,20,3,0,0,0,120.0,0,0,390,0,1.0847609974797833e-12,0.9999999999989164,0.0
2,0,2,0,1,0,0,275,2018,4,17,3,0,0,0,110.0,0,0,448,0,1.9461481370083543e-14,0.9999999999999822,0.0
2,0,0,3,1,0,0,88,2018,5,3,3,0,0,0,117.0,1,1,94,0,5.4716890989709946e-12,0.9999999999945288,0.0
2,0,2,3,0,0,0,45,2018,4,24,4,0,0,0,99.79,0,1,-1,1,6.641221348729952e-11,0.9999999999335891,0.0
2,0,2,1,1,0,0,131,2017,8,15,3,0,0,0,94.5,0,0,345,0,5.804521172474118e-14,0.9999999999999432,0.0
2,0,1,2,0,1,0,172,2018,8,19,4,0,0,0,117.3,2,0,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,6,2018,7,12,2,0,0,0,79.0,0,1,-1,1,1.779099545327178e-12,0.9999999999982201,0.0
1,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,87.0,0,1,-1,1,2.944284788990199e-12,0.9999999999970548,0.0
2,0,2,5,0,0,0,118,2018,7,1,4,0,0,0,107.95,1,1,-1,1,7.571584814323473e-11,0.9999999999242846,0.0
2,0,0,1,0,0,0,105,2018,4,6,3,0,0,0,75.0,0,0,403,0,8.73638879801352e-12,0.9999999999912639,0.0
1,0,0,1,0,0,0,15,2018,2,19,2,0,0,0,81.0,0,1,57,0,7.577803902156147e-13,0.9999999999992433,0.0
2,0,0,2,0,0,0,7,2017,9,22,4,0,0,0,126.0,2,1,-1,1,3.717934396186111e-12,0.9999999999962803,0.0
1,0,1,4,0,0,3,15,2018,4,6,4,0,0,0,133.2,0,0,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,89,2017,12,30,4,0,0,0,79.82,0,1,-1,1,8.758705185139874e-12,0.9999999999912426,0.0
2,0,2,2,0,0,0,47,2018,10,16,3,0,0,0,80.75,0,1,151,0,1.7443714599963955e-11,0.9999999999825562,0.0
2,0,0,3,3,0,0,25,2018,10,20,4,0,0,0,119.0,1,1,-1,1,5.911782430285143e-16,1.0,0.0
1,0,0,2,0,0,0,32,2017,11,20,3,0,0,0,73.0,0,1,11,0,1.6995850446559292e-12,0.9999999999983018,0.0
2,0,1,3,0,0,0,127,2018,12,29,3,0,0,0,84.15,0,1,-1,1,2.156219023571305e-11,0.9999999999784386,0.0
2,0,1,2,0,0,0,13,2018,10,10,2,0,0,0,159.0,0,1,-1,1,2.988445557100132e-12,0.9999999999970122,0.0
2,0,0,1,3,0,0,1,2018,12,31,4,0,0,0,140.0,2,1,-1,1,1.1108468232275294e-15,1.0,0.0
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0,388,0,1.5743502535792178e-13,0.9999999999998437,0.0
3,0,2,4,0,0,3,91,2018,10,23,4,0,0,0,113.7,1,1,-1,1,1.0,0.0,0.0
2,0,2,2,0,0,0,189,2018,10,22,4,0,0,0,70.44,1,1,-1,1,4.985561482934588e-11,0.9999999999501448,0.0
2,0,2,3,1,0,0,39,2018,6,18,3,0,0,0,115.5,0,1,-1,1,8.863694894380356e-12,0.999999999991136,0.0
2,0,2,0,1,0,0,275,2018,4,17,3,0,0,0,110.0,0,0,448,0,1.9461481370083543e-14,0.9999999999999822,0.0
2,0,1,0,3,0,3,4,2018,10,24,4,0,0,0,110.71,0,1,-1,1,1.0,0.0,0.0
1,0,1,2,0,0,0,273,2018,9,30,4,0,0,0,100.8,0,0,-1,1,3.936604273635346e-12,0.9999999999960636,0.0
2,0,0,4,0,0,0,270,2018,4,20,3,0,0,0,62.8,0,0,393,0,4.208768839341721e-13,0.9999999999995808,0.0
2,0,2,1,0,0,0,20,2018,2,7,4,0,0,0,93.0,2,1,-1,1,1.409599981740889e-10,0.999999999859039,0.0
2,1,2,2,0,0,1,186,2018,8,26,4,0,0,0,83.83,0,0,-1,1,1.0,0.0,0.0
2,0,2,1,3,0,0,15,2017,12,27,4,0,0,0,66.0,0,1,-1,1,5.233418053790879e-16,1.0,0.0
2,0,0,1,0,0,0,11,2018,11,5,4,0,0,0,130.0,1,0,186,0,4.997111250815421e-11,0.9999999999500275,0.0
1,0,1,1,0,0,0,7,2018,8,27,4,0,0,0,134.0,0,1,-1,1,2.7882445116650355e-11,0.9999999999721183,0.0
2,0,1,2,0,0,3,130,2018,3,25,4,0,0,0,123.67,1,1,-1,1,1.0,0.0,0.0
3,0,1,5,0,0,4,15,2018,12,27,3,0,0,0,140.0,0,1,-1,1,1.0,0.0,0.0
2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,109.0,0,1,52,0,1.810988509052438e-13,0.9999999999998188,0.0
2,0,0,5,0,0,1,124,2018,4,12,4,0,0,0,82.13,0,1,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,0,92,2018,3,26,3,0,0,0,100.0,0,0,489,0,7.509503633686909e-12,0.9999999999924896,0.0
2,0,1,2,3,0,0,41,2018,2,12,4,0,0,0,67.5,1,0,-1,1,7.531020761391548e-16,1.0,0.0
2,0,0,3,0,0,0,64,2018,9,28,3,0,0,0,101.52,0,1,-1,1,1.8419401965805307e-11,0.9999999999815792,0.0
2,0,1,3,0,0,0,90,2018,4,4,4,0,0,0,82.45,1,1,-1,1,5.7913343994996354e-11,0.9999999999420872,0.0
2,0,0,2,0,0,0,3,2018,3,2,4,0,0,0,101.0,0,0,-1,1,6.562261182241864e-11,0.9999999999343778,0.0
2,0,2,1,0,1,0,153,2018,6,4,4,0,0,0,115.2,1,0,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,101,2018,4,6,4,0,0,0,90.3,1,1,-1,1,5.329780364720204e-11,0.9999999999467022,0.0
1,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,87.0,0,1,234,0,1.879393323870694e-13,0.9999999999998117,0.0
2,0,0,2,0,0,0,30,2018,6,2,3,0,0,0,140.0,0,1,245,0,1.3735362552827619e-11,0.9999999999862652,0.0
2,1,0,1,0,0,0,75,2018,9,16,4,0,0,0,152.1,2,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,3,96,2018,10,26,4,0,0,0,93.96,0,0,-1,1,1.0,0.0,0.0
2,1,0,1,3,0,0,173,2018,7,8,4,0,0,0,94.5,2,1,-1,1,1.0,0.0,0.0
1,0,1,1,0,0,3,26,2018,12,5,4,0,0,0,87.78,1,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,0,10,2017,12,23,4,0,0,0,87.0,0,1,-1,1,7.976405707312258e-12,0.9999999999920242,0.0
2,0,1,1,0,0,1,268,2018,8,6,4,0,0,0,96.25,1,1,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,138,2017,7,29,4,0,0,0,58.9,0,1,-1,1,3.3845063503892042e-12,0.9999999999966143,0.0
2,0,0,2,0,0,0,0,2017,9,23,4,0,0,0,164.0,1,1,-1,1,1.2393407034551658e-12,0.9999999999987601,0.0
2,0,2,1,1,0,1,117,2017,8,1,3,0,0,0,89.75,0,1,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,229,2018,10,27,4,0,0,0,70.44,2,0,-1,1,1.2443033917135452e-10,0.9999999998755698,0.0
2,0,2,1,1,0,0,124,2017,8,8,3,0,0,0,94.5,0,0,218,0,6.357340584363352e-14,0.999999999999936,0.0
2,1,1,0,0,0,0,32,2018,4,11,4,0,0,0,121.5,0,0,-1,1,1.0,0.0,0.0
